locus	description	name
PALES_11491	hypothetical protein	PALES_11491
PALES_11501	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA
PALES_11511	queuine tRNA-ribosyltransferase	tgt
PALES_11521	preprotein translocase subunit YajC	yajC
PALES_11531	preprotein translocase subunit SecD	secD
PALES_11541	preprotein translocase subunit SecF	secF
PALES_11551	hypothetical protein	PALES_11551
PALES_11561	extragenic suppressor protein SuhB	PALES_11561
PALES_11571	putative methyltransferase	PALES_11571
PALES_11581	O-acetylserine synthase	cysE
PALES_11591	putative Rrf2 family protein	PALES_11591
PALES_11601	cysteine desulfurase	iscS
PALES_11611	scaffold protein	iscU
PALES_11621	putative iron-binding protein IscA	iscA
PALES_11631	co-chaperone HscB	hscB
PALES_11641	chaperone protein HscA	hscA
PALES_11651	ferredoxin	fdx2
PALES_11661	hypothetical protein	PALES_11661
PALES_11671	nucleoside diphosphate kinase	ndk
PALES_11681	putative Fe-S-cluster redox enzyme	PALES_11681
PALES_11691	type 4 fimbrial biogenesis protein PilF	pilF
PALES_11701	hypothetical protein	PALES_11701
PALES_11711	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	ispG
PALES_11721	histidyl-tRNA synthetase	hisS
PALES_11731	hypothetical protein	PALES_11731
PALES_11741	hypothetical protein	PALES_11741
PALES_11751	GTP-binding protein EngA	engA
PALES_11761	putative aminotransferase	PALES_11761
PALES_11771	putative amidohydrolase	PALES_11771
PALES_11781	hypothetical protein	PALES_11781
PALES_11791	putative oxidoreductase	PALES_11791
PALES_11801	hypothetical protein	PALES_11801
PALES_11811	hypothetical protein	PALES_11811
PALES_11821	2-isopropylmalate synthase	leuA
PALES_11831	hypothetical protein	PALES_11831
PALES_11841	Putative copper transport outer membrane porin OprC precursor	oprC
PALES_11851	putative iron-regulated membrane protein	PALES_11851
PALES_11861	hypothetical protein	PALES_11861
PALES_11871	putative peptidase	PALES_11871
PALES_11881	hypothetical protein	PALES_11881
PALES_11891	putative membrane or periplasmic protein	PALES_11891
PALES_11901	hypothetical protein	PALES_11901
PALES_11911	hypothetical protein	PALES_11911
PALES_11921	putative transcriptional regulator	PALES_11921
PALES_11931	putative transporter	PALES_11931
PALES_11941	putative TRAP-type C4-dicarboxylate transport protein	PALES_11941
PALES_11951	putative TRAP-type C4-dicarboxylate transport	PALES_11951
PALES_11961	putative transcriptional regulator	PALES_11961
PALES_11971	exodeoxyribonuclease VII large subunit	xseA
PALES_11981	putative transcriptional regulator	PALES_11981
PALES_11991	hypothetical protein	PALES_11991
PALES_12001	putative acetylpolyamine aminohydrolase	PALES_12001
PALES_12011	putative permease	PALES_12011
PALES_12021	hypothetical protein	PALES_12021
PALES_12031	putative transcriptional regulator	PALES_12031
PALES_12041	inosine 5'-monophosphate dehydrogenase	guaB
PALES_12051	GMP synthase	guaA
PALES_12061	hypothetical protein	PALES_12061
PALES_12071	oxidoreductase	PALES_12071
PALES_12081	hypothetical protein	PALES_12081
PALES_12091	hypothetical protein	PALES_12091
PALES_12101	putative oxidoreductase	PALES_12101
PALES_12111	putative metallo-oxidoreductase	PALES_12111
PALES_12121	putative Cytosine/adenosine deaminase	PALES_12121
PALES_12131	putative aromatic amino acid transporter	PALES_12131
PALES_12141	hypothetical protein	PALES_12141
PALES_12151	putative periplasmic binding transport protein	PALES_12151
PALES_12161	phosphoribosylformylglycinamidine synthase	purL
PALES_12171	hypothetical protein	PALES_12171
PALES_12181	hypothetical protein	PALES_12181
PALES_12191	N-Acetyl-D-Glucosamine phosphotransferase system transporter	nagE
PALES_12201	N-Acetyl-D-Glucosamine phosphotransferase system transporter	PALES_12201
PALES_12211	putative aminotransferase	PALES_12211
PALES_12221	putative N-acetylglucosamine-6-phosphate deacetylase	PALES_12221
PALES_12231	Transcriptional regulator of N-Acetylglucosamine catabolism operon	nagR
PALES_12241	hypothetical protein	PALES_12241
PALES_12251	MutT/nudix family protein	PALES_12251
PALES_12261	putative NUDIX hydrolase	PALES_12261
PALES_12271	putative acetyltransferase	PALES_12271
PALES_12281	hypothetical protein	PALES_12281
PALES_12291	phosphoribosylglycinamide formyltransferase 2	purT
PALES_12301	putative Lysophospholipase	PALES_12301
PALES_12311	putative major facilitator superfamily (MFS) transporter	PALES_12311
PALES_12321	putative hemolysin containing a CBS domain	PALES_12321
PALES_12331	putative ABC-type transport permease	PALES_12331
PALES_12341	signal recognition particle protein Ffh	ffh
PALES_12351	30S ribosomal protein S16	rpsP
PALES_12361	16S rRNA-processing protein RimM	rimM
PALES_12371	tRNA (guanine-N(1)-)-methyltransferase	trmD
PALES_12381	50S ribosomal protein L19	rplS
PALES_12391	putative ong-chain acyl-CoA thioester hydrolase	PALES_12391
PALES_12401	hypothetical protein	PALES_12401
PALES_12411	putative sodium/hydrogen antiporter	PALES_12411
PALES_12421	site-specific tyrosine recombinase XerD	xerD
PALES_12431	thiol:disulfide interchange protein DsbC	dsbC
PALES_12441	homoserine dehydrogenase	hom
PALES_12451	threonine synthase	thrC
PALES_12461	hypothetical protein	PALES_12461
PALES_12471	hypothetical protein	PALES_12471
PALES_12481	hypothetical protein	PALES_12481
PALES_12491	putative carnitine dehydratase	PALES_12491
PALES_12501	hypothetical protein	PALES_12501
PALES_12511	putative phage shock protein	PALES_12511
PALES_12521	hypothetical protein	PALES_12521
PALES_12531	hypothetical protein	PALES_12531
PALES_12541	hypothetical protein	PALES_12541
PALES_12551	hypothetical protein	PALES_12551
PALES_12561	hypothetical protein	PALES_12561
PALES_12571	single-stranded-DNA-specific exonuclease RecJ	recJ
PALES_12581	elastase LasB	lasB
PALES_12591	putative FMN oxidoreductase	PALES_12591
PALES_12601	hypothetical protein	PALES_12601
PALES_12611	putative transcriptional regulator	PALES_12611
PALES_12621	hypothetical protein	PALES_12621
PALES_12631	hypothetical protein	PALES_12631
PALES_12641	putative major facilitator superfamily (MFS) transporter	PALES_12641
PALES_12651	putative peptidyl-prolyl cis-trans isomerase, FkbP-type	PALES_12651
PALES_12661	hypothetical protein	PALES_12661
PALES_12671	hypothetical protein	PALES_12671
PALES_12681	putative two-component response regulator	PALES_12681
PALES_12691	spermidine dehydrogenase, SpdH	spdH
PALES_12701	hypothetical protein	PALES_12701
PALES_12711	putative transcriptional regulator	PALES_12711
PALES_12721	putative GMC-type oxidoreductase	PALES_12721
PALES_12731	putative major facilitator superfamily (MFS) transporter	PALES_12731
PALES_12741	putative chemotaxis transducer	wspA
PALES_12751	hypothetical protein	wspB
PALES_12761	putative protein methyltransferase	wspC
PALES_12771	CheW domain protein	wspD
PALES_12811	putative two-component response regulator	wspR
PALES_12821	putative peptide chain release factor 2	PALES_12821
PALES_12831	hypothetical protein	PALES_12831
PALES_12841	lysyl-tRNA synthetase	lysS
PALES_12851	putative transcriptional regulator	PALES_12851
PALES_12861	putative lipoprotein	PALES_12861
PALES_12871	hypothetical protein	PALES_12871
PALES_12881	hypothetical protein	PALES_12881
PALES_12891	putative hydrolase, alpha/beta family	PALES_12891
PALES_12901	putative lipoprotein	PALES_12901
PALES_12911	putative phophatase	PALES_12911
PALES_12921	putative outer membrane protein precursor	PALES_12921
PALES_12931	putative lipoprotein	PALES_12931
PALES_12941	putative metal-transporting P-type ATPase	PALES_12941
PALES_12951	putative transcriptional regulator	PALES_12951
PALES_12961	hypothetical protein	PALES_12961
PALES_12971	phosphoenolpyruvate carboxylase	ppc
PALES_12981	adenylate kinase	adk
PALES_12991	putative protease with chaperone activity	PALES_12991
PALES_13001	hypothetical protein	PALES_13001
PALES_13011	hypothetical protein	PALES_13011
PALES_13021	putative carboxyvinyl-carboxyphosphonate phosphorylmutase	PALES_13021
PALES_13031	putative inner membrane protein	PALES_13031
PALES_13041	hypothetical protein	PALES_13041
PALES_13051	putative cytochrome P450	PALES_13051
PALES_13061	putative transcriptional regulator	PALES_13061
PALES_13071	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor	PALES_13071
PALES_13081	putative Resistance-Nodulation-Cell Division (RND) efflux transporter	PALES_13081
PALES_13091	hypothetical protein	PALES_13091
PALES_13101	putative lipoprotein	PALES_13101
PALES_13111	glycerol-3-phosphate acyltransferase	plsB
PALES_13121	putative ATP-binding component of ABC transporter	PALES_13121
PALES_13131	putative permease of ABC transporter	PALES_13131
PALES_13141	putative auxiliary component of ABC transporter	PALES_13141
PALES_13151	hypothetical protein	PALES_13151
PALES_13161	putative Fe-S center assembly protein	PALES_13161
PALES_13171	putative pyridoxal-phosphate dependent enzyme	PALES_13171
PALES_13181	tetrahydrodipicolinate succinylase	dapD
PALES_13191	putative transporter, LysE family	PALES_13191
PALES_13201	putative arsenate reductase, glutaredoxin family	PALES_13201
PALES_13211	phage integrase, putative	PALES_13211
PALES_13221	excisionase, putative	PALES_13221
PALES_13231	hypothetical protein	PALES_13231
PALES_13241	hypothetical protein	PALES_13241
PALES_13251	hypothetical protein	PALES_13251
PALES_13261	hypothetical protein	PALES_13261
PALES_13271	hypothetical protein	PALES_13271
PALES_13281	hypothetical protein	PALES_13281
PALES_13291	hypothetical protein	PALES_13291
PALES_13301	hypothetical protein	PALES_13301
PALES_13311	DNA methylase N-4/N-6	PALES_13311
PALES_13321	hypothetical protein	PALES_13321
PALES_13322	hypothetical protein	PALES_13322
PALES_13331	transcriptional regulator, LuxR family	PALES_13331
PALES_13341	hypothetical protein	PALES_13341
PALES_13351	hypothetical protein	PALES_13351
PALES_13361	protein of unknown function DUF1654	PALES_13361
PALES_13371	hypothetical protein	PALES_13371
PALES_13381	hypothetical protein	PALES_13381
PALES_13391	hypothetical protein	PALES_13391
PALES_13401	hypotjetical protein	PALES_13401
PALES_13411	hypothetical protein	PALES_13411
PALES_13421	ninG protein	PALES_13421
PALES_13431	hypothetical protein	PALES_13431
PALES_13441	hypothetical protein	PALES_13441
PALES_13451	Putative uncharacterized protein PflO1_0304	PALES_13451
PALES_13461	hypothetical protein	PALES_13461
PALES_13471	COG3179: Predicted chitinase	PALES_13471
PALES_13481	hypothetical protein	PALES_13481
PALES_13491	hypothetical protein	PALES_13491
PALES_13501	Putative small subunit (Nu1 homolog) of DNA packaging dimer	PALES_13501
PALES_13511	Putative large subunit (GpA homolog) of DNA packaging dimer	PALES_13511
PALES_13521	Putative portal protein	PALES_13521
PALES_13531	Putative Clp protease	PALES_13531
PALES_13541	hypothetical protein	PALES_13541
PALES_13551	hypothetical protein	PALES_13551
PALES_13561	hypothetical protein	PALES_13561
PALES_13571	hypothetical protein	PALES_13571
PALES_13581	Putative tail length tape measure protein	PALES_13581
PALES_13591	hypothetical protein	PALES_13591
PALES_13601	hypothetical protein	PALES_13601
PALES_13611	hypothetical protein	PALES_13611
PALES_13621	hypothetical protein	PALES_13621
PALES_13631	hypothetical protein	PALES_13631
PALES_13641	hypothetical protein	PALES_13641
PALES_13651	hypothetical protein	PALES_13651
PALES_13661	hypothetical protein	PALES_13661
PALES_13671	hypothetical protein	PALES_13671
PALES_13681	hypothetical protein	PALES_13681
PALES_13691	hypothetical protein	PALES_13691
PALES_13701	hypothetical protein	PALES_13701
PALES_13711	hypothetical protein	PALES_13711
PALES_13721	hypothetical protein	PALES_13721
PALES_13731	hypothetical protein	PALES_13731
PALES_13741	hypothetical protein	PALES_13741
PALES_13751	putative sodium/hydrogen antiporter	PALES_13751
PALES_13761	succinyldiaminopimelate transaminase	PALES_13761
PALES_13771	PII uridylyl-transferase	glnD
PALES_13781	methionine aminopeptidase	map
PALES_13791	30S ribosomal protein S2	rpsB
PALES_13801	elongation factor Ts	tsf
PALES_13811	uridylate kinase	pyrH
PALES_13821	ribosome recycling factor	frr
PALES_13831	undecaprenyl pyrophosphate synthetase	uppS
PALES_13841	phosphatidate cytidylyltransferase	cdsA
PALES_13851	1-deoxy-d-xylulose 5-phosphate reductoisomerase	dxr
PALES_13861	putative membrane-associated zinc metalloprotease	PALES_13861
PALES_13871	putative outer membrane protein precursor	PALES_13871
PALES_13881	putative outer membrane protein precursor	PALES_13881
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	lpxD
PALES_13901	(3R)-hydroxymyristoyl-ACP dehydratase	fabZ
PALES_13911	UDP-N-acetylglucosamine acyltransferase	lpxA
PALES_13921	lipid-A-disaccharide synthase	lpxB
PALES_13931	ribonuclease HII	rnhB
PALES_13941	putative amino acid permease	PALES_13941
PALES_13951	DNA polymerase III subunit alpha	dnaE
PALES_13961	acetyl-CoA carboxylase carboxyltransferase subunit alpha	accA
PALES_13971	putative cell cycle protein	PALES_13971
PALES_13981	CTP synthetase	pyrG
PALES_13991	2-dehydro-3-deoxyphosphooctonate aldolase	kdsA
PALES_14001	phosphopyruvate hydratase	eno
PALES_14011	putative septum formation initiator	PALES_14011
PALES_14021	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD
PALES_14031	hypothetical protein	PALES_14031
PALES_14041	putative inner membrane protein	PALES_14041
PALES_14051	putative transcriptional regulator	PALES_14051
PALES_14061	alcohol dehydrogenase class III	adhC
PALES_14071	putative esterase	PALES_14071
PALES_14081	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF
PALES_14091	tRNA pseudouridine synthase D	truD
PALES_14101	stationary phase survival protein SurE	surE
PALES_14111	protein-L-isoaspartate O-methyltransferase	pcm
PALES_14121	putative lipoprotein NlpD	PALES_14121
PALES_14131	RNA polymerase sigma factor RpoS	rpoS
PALES_14141	ferredoxin I	fdxA
PALES_14151	DNA mismatch repair protein MutS	mutS
PALES_14161	putative TolB-like translocation protein	PALES_14161
PALES_14171	putative competence-damaged protein	PALES_14171
PALES_14181	recombinase A	recA
PALES_14191	recombination regulator RecX	recX
PALES_14201	putative lysine decarboxylase	PALES_14201
PALES_14211	putative metallo-beta-lactamase superfamily protein	PALES_14211
PALES_14221	hypothetical protein	PALES_14221
PALES_14231	hypothetical protein	PALES_14231
PALES_14241	putative secreted protein	PALES_14241
PALES_14251	polyamine transport protein PotD	potD
PALES_14261	polyamine transport protein PotC	potC
PALES_14271	polyamine transport protein PotB	potB
PALES_14281	polyamine transport protein PotA	potA
PALES_14291	hypothetical protein	PALES_14291
PALES_14301	putative transmembrane protein	PALES_14301
PALES_14311	putative two-component response regulator	PALES_14311
PALES_14321	diacylglycerol kinase	dgkA
PALES_14331	putative glutamate synthase, large subunit	PALES_14331
PALES_14341	50S ribosomal protein L31 type B	rpmE2
PALES_14351	50S ribosomal protein L36	rpmJ
PALES_14361	putative transcriptional regulator	PALES_14361
PALES_14371	putative carbon-nitrogen hydrolase family protein	PALES_14371
PALES_14381	putative amino acid permease	PALES_14381
PALES_14391	hypothetical protein	PALES_14391
PALES_14401	putative transcriptional regulator	PALES_14401
PALES_14411	putative acyl-CoA dehydrogenase	PALES_14411
PALES_14421	putative L-carnitine dehydratase	PALES_14421
PALES_14431	enoyl-CoA hydratase	PALES_14431
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	PALES_14441
PALES_14451	acetyl-CoA acetyltransferase	PALES_14451
PALES_14461	putative porin	PALES_14461
PALES_14471	transcriptional regulator MetR	metR
PALES_14481	putative hydrolase	PALES_14481
PALES_14491	membrane protein GlpM	glpM
PALES_14501	glycerol-3-phosphate dehydrogenase	glpD
PALES_14511	glycerol-3-phosphate regulon repressor	glpR
PALES_14521	glycerol kinase	glpK
PALES_14531	glycerol uptake facilitator protein	glpF
PALES_14541	hypothetical protein	PALES_14541
PALES_14551	putative carbohydrate kinase	PALES_14551
PALES_14561	putative phenazine biosynthesis protein, PhzF family	PALES_14561
PALES_14571	hypothetical protein	PALES_14571
PALES_14581	putative cytochrome B561	PALES_14581
PALES_14591	putative transcriptional regulator	PALES_14591
PALES_14601	putative major facilitator superfamily (MFS) transporter	PALES_14601
PALES_14611	hypothetical protein	PALES_14611
PALES_14621	transcriptional regulator MmsR	mmsR
PALES_14631	methylmalonate-semialdehyde dehydrogenase	mmsA
PALES_14641	3-hydroxyisobutyrate dehydrogenase	mmsB
PALES_14651	putative acetyl-coa synthetase	PALES_14651
PALES_14661	putative oxidoreductase	PALES_14661
PALES_14671	putative Antibiotic biosynthesis monooxygenase	PALES_14671
PALES_14681	putative transcriptional regulator	PALES_14681
PALES_14691	putative deoxyribonuclease, TatD family	PALES_14691
PALES_14701	DNA-binding transcriptional regulator FruR	fruR
PALES_14711	phosphotransferase system transporter enzyme I, FruI	fruI
PALES_14721	1-phosphofructokinase	fruK
PALES_14731	phosphotransferase system transporter fructose-specific IIBC component, FruA	fruA
PALES_14741	putative nucleotide sugar dehydrogenase	PALES_14741
PALES_14751	hypothetical protein	PALES_14751
PALES_14761	putative inner membrane protein	PALES_14761
PALES_14771	4-amino-4-deoxy-L-arabinose transferase	arnT
PALES_14781	putative polysaccharide deacetylase	PALES_14781
PALES_14791	bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase	PALES_14791
PALES_14801	putative glycosyl transferase	PALES_14801
PALES_14811	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	PALES_14811
PALES_14821	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	algA
PALES_14831	alginate o-acetyltransferase AlgF	algF
PALES_14841	alginate o-acetyltransferase AlgJ	algJ
PALES_14851	alginate o-acetyltransferase AlgI	algI
PALES_14861	poly(beta-D-mannuronate) lyase	algL
PALES_14871	alginate biosynthesis protein AlgX	algX
PALES_14881	alginate-c5-mannuronan-epimerase AlgG	algG
PALES_14891	Alginate production outer membrane protein AlgE precursor	algE
PALES_14901	alginate biosynthetic protein AlgK precursor	algK
PALES_14911	alginate biosynthesis protein Alg44	alg44
PALES_14921	alginate biosynthesis protein Alg8	alg8
PALES_14931	GDP-mannose 6-dehydrogenase AlgD	algD
PALES_14941	hypothetical protein	PALES_14941
PALES_14951	putative ATP-binding component of ABC transporter	PALES_14951
PALES_14961	ornithine carbamoyltransferase	argF
PALES_14971	hypothetical protein	PALES_14971
PALES_14981	putative serine protease	PALES_14981
PALES_14991	putative oxidoreductase	PALES_14991
PALES_15001	glutaredoxin-related protein	PALES_15001
PALES_15011	putative integral membrane transport protein	PALES_15011
PALES_15021	bacterioferritin	bfrB
PALES_15031	putative bacterioferritin-associated ferredoxin	PALES_15031
PALES_15041	putative peroxidase	PALES_15041
PALES_15051	ribonuclease T	rnt
PALES_15061	dihydroorotase	pyrC
PALES_15071	putative outer membrane protein precursor	PALES_15071
PALES_15081	argininosuccinate synthase	argG
PALES_15091	lactoylglutathione lyase	gloA1
PALES_15101	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor	PALES_15101
PALES_15111	putative Resistance-Nodulation-Cell Division (RND) efflux transporter	PALES_15111
PALES_15121	putative outer membrane protein precursor	PALES_15121
PALES_15131	putative heavy metal binding protein	PALES_15131
PALES_15141	hypothetical protein	PALES_15141
PALES_15151	hypothetical protein	PALES_15151
PALES_15161	adenylosuccinate lyase	PALES_15161
PALES_15171	adenylosuccinate lyase	PALES_15171
PALES_15181	hypothetical protein	PALES_15181
PALES_15191	hypothetical protein	PALES_15191
PALES_15201	endonuclease III	nth
PALES_15211	electron transport complex RsxE subunit	PALES_15211
PALES_15221	putative NADH:ubiquinone oxidoreductase, subunit RnfG	PALES_15221
PALES_15231	putative NADH:ubiquinone oxidoreductase, subunit RnfD	PALES_15231
PALES_15241	electron transport complex protein RnfC	PALES_15241
PALES_15251	electron transport complex protein RnfB	PALES_15251
PALES_15261	putative NADH:ubiquinone oxidoreductase, subunit RnfA	PALES_15261
PALES_15271	hypothetical protein	PALES_15271
PALES_15281	hypothetical protein	PALES_15281
PALES_15291	hypothetical protein	PALES_15291
PALES_15301	methionyl-tRNA synthetase	metG
PALES_15311	hypothetical protein	PALES_15311
PALES_15321	deoxycytidine triphosphate deaminase	dcd
PALES_15331	rhamnosyltransferase chain A	rhlA
PALES_15341	rhamnosyltransferase chain B	rhlB
PALES_15351	transcriptional regulator RhlR	rhlR
PALES_15361	autoinducer synthesis protein RhlI	rhlI
PALES_15371	cyclohexadienyl dehydratase precursor	pheC
PALES_15381	hypothetical protein	PALES_15381
PALES_15391	putative chloramphenicol-sensitive protein	PALES_15391
PALES_15401	putative lipoprotein	PALES_15401
PALES_15411	malate dehydrogenase	PALES_15411
PALES_15421	hypothetical protein	PALES_15421
PALES_15431	putative dihydrofolate reductase	PALES_15431
PALES_15441	putative mechanosensitive ion channel family protein	PALES_15441
PALES_15451	putative major facilitator superfamily (MFS) transporter	PALES_15451
PALES_15461	putative ATP-dependent RNA helicase	PALES_15461
PALES_15471	putative transmembrane protein	PALES_15471
PALES_15481	hypothetical protein	PALES_15481
PALES_15491	putative c repressor	PALES_15491
PALES_15501	Ner-like protein	orf2
PALES_15511	hypothetical protein	PALES_15511
PALES_15521	hypothetical protein	PALES_15521
PALES_15531	transposase A	orf6
PALES_15541	DNA transposition protein	orf7
PALES_15551	hypothetical protein	orf8
PALES_15561	hypothetical protein	PALES_15561
PALES_15571	hypothetical protein	PALES_15571
PALES_15581	COG4396: Mu-like prophage host-nuclease inhibitor protein Gam	PALES_15581
PALES_15591	hypothetical protein	PALES_15591
PALES_15601	hypothetical protein	PALES_15601
PALES_15611	hypothetical protein	PALES_15611
PALES_15621	hypothetical protein	PALES_15621
PALES_15631	hypothetical protein	PALES_15631
PALES_15641	putative integral membrane protein	PALES_15641
PALES_15651	hypothetical protein	orf20
PALES_15661	putative structural protein	orf21
PALES_15671	hypothetical protein	orf21a
PALES_15681	hypothetical protein	orf22
PALES_15691	hypothetical protein	orf23
PALES_15701	conserved hypothetical DNA-binding protein	PALES_15701
PALES_15711	hypothetical protein	PALES_15711
PALES_15721	phage uncharacterized protein	PALES_15721
PALES_15731	portal protein	PALES_15731
PALES_15741	virion morphogenesis protein	PALES_15741
PALES_15751	hypothetical protein	PALES_15751
PALES_15761	hypothetical protein	orf29b
PALES_15771	hypothetical protein	PALES_15771
PALES_15781	hypothetical protein	PALES_15781
PALES_15791	protease (I) and scaffold (Z) proteins	PALES_15791
PALES_15801	hypothetical protein	PALES_15801
PALES_15811	putative major head subunit protein	PALES_15811
PALES_15821	hypothetical protein	PALES_15821
PALES_15831	hypothetical protein	PALES_15831
PALES_15841	hypothetical protein	PALES_15841
PALES_15851	hypothetical protein	PALES_15851
PALES_15861	hypothetical protein	PALES_15861
PALES_15871	hypothetical protein	PALES_15871
PALES_15881	hypothetical protein	orf46e
PALES_15891	hypothetical protein	orf48
PALES_15901	hypothetical protein	orf49
PALES_15911	hypothetical protein	PALES_15911
PALES_15921	hypothetical protein	PALES_15921
PALES_15931	hypothetical protein	PALES_15931
PALES_15941	hypothetical protein	PALES_15941
PALES_15951	hypothetical protein	PALES_15951
PALES_15961	hypothetical protein	PALES_15961
PALES_15971	hypothetical protein	PALES_15971
PALES_15981	putative sensor/response regulator hybrid	PALES_15981
PALES_15991	putative peptidase or cellulase	PALES_15991
PALES_16001	putative acetyltransferase	PALES_16001
PALES_16011	putative glutamine amidotransferase	PALES_16011
PALES_16021	putative transcriptional regulator	PALES_16021
PALES_16031	putative transmembrane protein	PALES_16031
PALES_16041	5-methylaminomethyl-2-thiouridine methyltransferase	mnmC
PALES_16051	hypothetical protein	PALES_16051
PALES_16061	putative acyl-CoA thiolase	PALES_16061
PALES_16071	hypothetical protein	PALES_16071
PALES_16081	malate:quinone oxidoreductase	mqoA
PALES_16091	hypothetical protein	PALES_16091
PALES_16101	putative antioxidant protein	PALES_16101
PALES_16111	putative sulfonate binding protein	PALES_16111
PALES_16121	putative permease of ABC transporter	PALES_16121
PALES_16131	putative ATP-binding component of ABC transporter	PALES_16131
PALES_16141	NAD(P)H-dependent FMN reductase	PALES_16141
PALES_16151	putative ABC-type transporter periplasmic sulfonate-binding protein	PALES_16151
PALES_16161	alkanesulfonate monooxygenase	ssuD
PALES_16171	putative permease of ABC transporter	PALES_16171
PALES_16181	aliphatic sulfonates transport ATP-binding subunit	ssuB
PALES_16191	putative molybdopterin-binding protein	PALES_16191
PALES_16201	hypothetical protein	PALES_16201
PALES_16211	hypothetical protein	PALES_16211
PALES_16221	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase	folX
PALES_16231	GTP cyclohydrolase I	folE1
PALES_16241	short chain dehydrogenase	PALES_16241
PALES_16251	hypothetical protein	PALES_16251
PALES_16261	flavodoxin	PALES_16261
PALES_16271	putative transcriptional regulator	PALES_16271
PALES_16281	putative murein hydrolase exporter	PALES_16281
PALES_16291	putative murein hydrolase export regulator	PALES_16291
PALES_16301	aldolase II superfamily protein	PALES_16301
PALES_16311	putative epoxide hydrolase	PALES_16311
PALES_16321	hypothetical protein	PALES_16321
PALES_16331	putative short-chain dehydrogenases	PALES_16331
PALES_16341	enoyl-CoA hydratase	PALES_16341
PALES_16351	hypothetical protein	PALES_16351
PALES_16361	putative Glycine/D-amino acid oxidases	PALES_16361
PALES_16371	putative transcriptional regulator	PALES_16371
PALES_16381	hypothetical protein	PALES_16381
PALES_16391	hypothetical protein	PALES_16391
PALES_16401	putative transcriptional regulator	PALES_16401
PALES_16411	hypothetical protein	PALES_16411
PALES_16421	leucine dehydrogenase	ldh
PALES_16431	putative pyruvate dehydrogenase E1 component, alpha subunit	PALES_16431
PALES_16441	putative pyruvate dehydrogenase E1 component, beta chain	PALES_16441
PALES_16451	branched-chain alpha-keto acid dehydrogenase subunit E2	PALES_16451
PALES_16461	hypothetical protein	PALES_16461
PALES_16471	hypothetical protein	PALES_16471
PALES_16481	hypothetical protein	PALES_16481
PALES_16491	hypothetical protein	PALES_16491
PALES_16501	hypothetical protein	PALES_16501
PALES_16511	putative sigma-70 factor, ECF subfamily	PALES_16511
PALES_16521	putative transmembrane sensor	PALES_16521
PALES_16531	Haem uptake outer membrane receptor HasR precursor	hasR
PALES_16541	heme acquisition protein HasAp	hasAp
PALES_16551	transport protein HasD	hasD
PALES_16561	metalloprotease secretion protein	hasE
PALES_16571	putative outer membrane protein precursor	PALES_16571
PALES_16581	hypothetical protein	PALES_16581
PALES_16591	hypothetical protein	PALES_16591
PALES_16601	putative ABC-type multidrug transport system, permease component	PALES_16601
PALES_16611	putative ABC-type multidrug transport system, permease component	PALES_16611
PALES_16621	hypothetical protein	PALES_16621
PALES_16631	putative transcriptional regulator	PALES_16631
PALES_16641	ferredoxin--NADP+ reductase	fpr
PALES_16651	NosL protein	nosL
PALES_16661	NosY protein	nosY
PALES_16671	NosD protein	nosD
PALES_16681	nitrous-oxide reductase	nosZ
PALES_16691	regulatory protein NosR	nosR
PALES_16701	putative ring-cleaving dioxygenase	PALES_16701
PALES_16711	putative antibiotic biosynthesis monooxygenase	PALES_16711
PALES_16721	hypothetical protein	PALES_16721
PALES_16731	beta-ketoacyl reductase	rhlG
PALES_16741	hypothetical protein	PALES_16741
PALES_16751	alginate and motility regulator Z	amrZ
PALES_16761	ATP-binding component of ABC phosphonate transporter	phnC
PALES_16771	binding protein component of ABC phosphonate transporter	PALES_16771
PALES_16781	phosphonate transport protein PhnE	phnE
PALES_16791	putative transcriptional regulator	PALES_16791
PALES_16801	putative phosphonate metabolism protein PhnG	phnG
PALES_16811	carbon-phosphorus lyase complex subunit	phnH
PALES_16821	putative phosphonate metabolism protein	phnI
PALES_16831	putative phosphonate metabolism protein	phnJ
PALES_16841	phosphonate C-P lyase system protein PhnK	phnK
PALES_16851	putative ATP-binding component of ABC transporter	PALES_16851
PALES_16861	phosphonate metabolism protein	phnM
PALES_16871	ATP-binding component of phosphonate transport	phnN
PALES_16881	carbon-phosphorus lyase complex accessory protein	phnP
PALES_16891	hypothetical protein	PALES_16891
PALES_16901	hypothetical protein	PALES_16901
PALES_16911	hypothetical protein	PALES_16911
PALES_16921	putative acetyltransferase	PALES_16921
PALES_16931	hypothetical protein	PALES_16931
